1	5	5	2
2	6	9	1
3	1	34	2
4	3	20	1
5	2	27	1
6	1	14	2
7	5	32	2
8	4	24	2
9	3	47	1
10	4	23	1
11	5	42	1
12	3	16	2
13	1	45	2
14	1	10	2
15	2	34	2
16	6	43	2
17	4	27	1
18	4	30	1
19	3	44	2
20	5	13	1
21	3	31	2
22	1	48	2
23	3	5	2
24	1	13	2
25	3	28	2
26	1	39	2
27	5	5	1
28	4	11	1
29	2	25	1
30	6	12	1
31	2	48	1
32	2	19	1
33	3	14	2
34	1	22	2
35	5	24	2
36	1	8	1
37	4	22	2
38	3	41	2
39	1	26	2
40	4	48	1
41	3	49	2
42	1	28	2
43	5	16	2
44	3	10	1
45	1	22	1
46	1	38	2
47	4	25	1
48	2	22	2
49	1	19	2
50	2	45	2
51	4	40	1
52	3	31	2
53	4	34	1
54	2	24	1
55	1	23	1
56	4	21	1
57	3	36	2
58	1	10	2
59	4	30	2
60	2	20	1
61	1	8	1
62	5	30	2
63	2	13	1
64	4	12	1
65	1	23	1
66	2	29	2
67	2	23	2
68	5	15	1
69	4	19	2
70	6	9	1
71	4	20	2
72	5	39	1
73	6	46	2
74	1	27	1
75	1	26	1
76	2	22	1
77	3	46	1
78	5	42	1
79	2	16	2
80	6	9	1
81	3	34	2
82	4	50	1
83	3	44	1
84	1	24	1
85	2	11	2
86	5	31	1
87	6	20	2
88	4	46	2
89	3	31	2
90	4	27	2
91	2	9	1
92	5	12	1
93	3	19	2
94	3	38	1
95	4	39	2
96	3	42	1
97	3	34	1
98	5	34	1
99	1	20	1
100	6	35	1
101	5	50	1
102	5	14	2
103	6	10	1
104	2	8	2
105	5	47	2
106	4	21	1
107	3	39	2
108	6	11	1
109	5	19	1
110	5	42	1
111	5	12	1
112	3	15	2
113	3	22	1
114	1	17	2
115	6	24	2
116	6	21	2
117	2	35	1
118	2	26	1
119	5	23	1
120	6	15	2
121	3	30	1
122	3	13	1
123	4	11	1
124	2	49	2
125	2	48	1
126	3	39	2
127	6	7	1
128	5	23	1
129	1	24	2
130	4	34	2
131	3	30	1
132	6	36	2
133	5	27	2
134	4	40	1
135	3	24	2
136	1	10	1
137	5	34	1
138	3	24	1
139	2	10	2
140	5	13	1
141	2	29	1
142	2	22	1
143	3	14	2
144	1	50	1
145	2	47	1
146	2	30	1
147	1	31	1
148	1	25	1
149	4	19	2
150	4	36	1
151	5	15	2
152	2	11	1
153	4	9	2
154	4	23	2
155	5	29	2
156	5	8	2
157	2	16	2
158	5	15	2
159	5	11	1
160	6	34	1
161	4	26	2
162	2	32	1
163	4	31	1
164	3	13	1
165	6	43	1
166	4	20	2
167	6	6	1
168	3	47	2
169	5	11	1
170	1	25	1
171	1	6	2
172	5	45	2
173	4	14	2
174	4	12	1
175	4	11	1
176	2	41	1
177	1	19	2
178	1	30	2
179	2	32	2
180	3	23	2
181	5	44	1
182	3	11	2
183	2	50	1
184	4	32	2
185	1	37	2
186	1	37	1
187	4	26	2
188	1	26	2
189	3	13	1
190	5	39	2
191	4	36	2
192	1	13	1
193	2	14	1
194	4	13	2
195	2	47	1
196	3	20	2
197	3	30	2
198	2	11	1
199	2	11	1
200	5	19	2
201	1	45	2
202	1	37	2
203	2	17	2
204	4	20	1
205	4	37	1
206	3	5	2
207	6	44	1
208	2	50	2
209	6	39	2
210	3	28	1
211	5	14	1
212	6	19	2
213	6	42	1
214	1	44	2
215	5	25	2
216	2	26	2
217	3	8	1
218	4	12	1
219	2	15	1
220	4	8	2
221	1	17	2
222	5	26	1
223	1	40	2
224	2	24	2
225	3	16	2
226	6	27	1
227	2	10	1
228	5	12	2
229	6	26	1
230	2	22	1
231	5	28	2
232	3	42	1
233	6	7	2
234	2	43	1
235	3	25	2
236	2	50	1
237	1	49	1
238	4	39	2
239	1	13	2
240	5	29	1
241	3	39	1
242	6	48	1
243	3	49	1
244	1	19	2
245	6	21	2
246	6	17	2
247	1	26	1
248	4	14	2
249	3	16	1
250	5	11	2
251	3	7	1
252	4	22	1
253	4	41	1
254	1	12	2
255	6	39	2
256	5	36	2
257	2	29	2
258	5	22	2
259	5	27	2
260	4	7	2
261	2	14	2
262	1	12	2
263	5	43	2
264	4	18	1
265	5	48	1
266	6	10	1
267	4	10	2
268	3	39	1
269	4	10	1
270	5	37	2
271	5	23	2
272	3	47	1
273	1	10	1
274	2	28	1
275	1	5	1
276	1	46	2
277	3	39	1
278	6	40	1
279	6	26	2
280	4	5	2
281	6	18	1
282	6	11	2
283	5	14	1
284	4	29	1
285	6	15	1
286	3	40	2
287	4	19	2
288	5	12	2
289	1	7	1
290	4	35	1
291	1	47	1
292	3	7	1
293	6	32	1
294	3	6	2
295	1	31	1
296	3	6	2
297	4	7	1
298	5	14	2
299	6	46	1
300	4	21	2
301	2	39	1
302	3	7	2
303	5	17	1
304	2	18	2
305	5	31	1
306	1	39	2
307	5	39	1
308	4	48	1
309	5	40	1
310	2	48	1
311	6	29	2
312	5	19	2
313	5	11	1
314	2	8	1
315	2	23	2
316	4	26	2
317	1	19	1
318	2	22	2
319	1	8	1
320	1	21	1
321	5	44	1
322	6	42	1
323	6	6	1
324	5	9	1
325	6	9	2
326	5	11	2
327	4	10	2
328	2	23	2
329	5	10	1
330	6	20	2
331	6	23	1
332	6	44	2
333	6	26	1
334	1	15	2
335	6	42	1
336	1	21	2
337	4	30	1
338	4	40	2
339	6	7	1
340	5	42	1
341	1	45	1
342	2	24	1
343	2	48	2
344	1	19	1
345	6	41	1
346	4	22	1
347	1	19	2
348	1	47	2
349	6	7	1
350	1	35	2
351	3	6	2
352	4	45	1
353	1	28	1
354	2	22	1
355	5	21	2
356	3	26	2
357	3	9	2
358	2	46	2
359	1	45	2
360	3	44	1
361	3	18	1
362	4	34	2
363	5	44	2
364	3	41	1
365	4	33	1
366	2	43	2
367	3	27	1
368	1	37	2
369	6	17	2
370	1	42	2
371	3	15	2
372	1	18	1
373	6	25	1
374	6	39	2
375	2	39	2
376	6	34	2
377	4	37	1
378	1	32	2
379	2	49	1
380	4	46	1
381	3	39	2
382	5	43	1
383	6	40	2
384	5	44	2
385	2	45	1
386	4	39	1
387	6	11	2
388	6	15	1
389	3	48	1
390	6	38	2
391	2	18	2
392	1	10	2
393	2	27	2
394	5	32	1
395	6	36	2
396	6	49	2
397	6	20	2
398	5	21	1
399	3	11	1
400	2	44	1
401	3	43	2
402	3	25	2
403	1	7	1
404	5	13	2
405	4	7	2
406	4	12	2
407	2	30	1
408	6	11	1
409	6	45	2
410	4	21	1
411	1	31	2
412	3	46	2
413	4	50	2
414	2	24	1
415	3	43	1
416	2	8	1

